state,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.7142857142857143,1.2857142857142858,2.142857142857143,2.857142857142857,4.142857142857143,4.0,4.857142857142857,7.714285714285714,11.428571428571429,13.714285714285714,15.857142857142858,23.142857142857142,34.42857142857143,59.57142857142857,65.0,71.71428571428571,94.0,128.85714285714286,157.57142857142858,165.57142857142858,235.14285714285714,261.0,269.0,276.7142857142857,390.14285714285717,443.7142857142857,463.7142857142857,502.85714285714283,528.5714285714286,530.0,491.7142857142857,629.8571428571429,680.0,702.5714285714286,782.2857142857143,788.4285714285714,649.2857142857143,567.0,529.8571428571429,528.2857142857143,540.7142857142857,628.1428571428571,701.5714285714286,642.0,647.7142857142857,658.0,636.4285714285714,606.7142857142857,651.5714285714286,658.0,573.1428571428571,577.1428571428571,501.14285714285717,485.0,550.8571428571429,601.5714285714286,687.0,627.0,677.5714285714286,653.7142857142857,613.2857142857143,584.0,545.8571428571429,551.8571428571429,559.5714285714286,510.2857142857143,512.4285714285714,477.42857142857144,476.14285714285717,537.2857142857143,484.0,500.85714285714283,474.7142857142857,478.2857142857143,534.2857142857143,532.4285714285714,582.7142857142857,636.2857142857143,622.1428571428571,600.0,557.7142857142857,534.8571428571429,518.4285714285714,497.14285714285717,478.14285714285717,519.5714285714286,527.2857142857143,478.57142857142856,478.2857142857143,520.0,563.4285714285714,556.0,516.2857142857143,561.7142857142857,579.7142857142857,562.4285714285714,578.8571428571429,608.2857142857143,686.7142857142857,697.0,676.5714285714286,691.0,697.8571428571429,691.2857142857143,705.5714285714286,827.8571428571429,855.4285714285714,914.7142857142857,1051.4285714285713,1178.5714285714287
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.5,1.5714285714285714,1.7142857142857142,3.4285714285714284,3.7142857142857144,3.4285714285714284,2.857142857142857,5.0,5.428571428571429,4.285714285714286,4.142857142857143,4.0,15.285714285714286,14.0,14.142857142857142,13.857142857142858,23.571428571428573,29.285714285714285,18.142857142857142,18.142857142857142,36.714285714285715,55.42857142857143,50.57142857142857,59.42857142857143,64.28571428571429,63.57142857142857,44.57142857142857,29.714285714285715,30.428571428571427,16.428571428571427,12.714285714285714,12.714285714285714,12.857142857142858,14.571428571428571,17.285714285714285,26.142857142857142,27.428571428571427,27.0,26.571428571428573,37.285714285714285,29.0,19.285714285714285,16.857142857142858,16.857142857142858,17.142857142857142,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.8571428571428572,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.7142857142857142,1.7142857142857142,0.7142857142857143,0.8571428571428571,1.0,1.0,0.8571428571428571,1.2857142857142858,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,1.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.2857142857142858,2.142857142857143,5.285714285714286,5.142857142857143,5.142857142857143,5.285714285714286,5.428571428571429
Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.2,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.1428571428571428,1.7142857142857142,2.0,3.4285714285714284,4.714285714285714,5.857142857142857,6.571428571428571,9.0,10.571428571428571,9.857142857142858,9.857142857142858,10.285714285714286,13.571428571428571,14.0,16.285714285714285,18.428571428571427,21.714285714285715,23.285714285714285,23.714285714285715,24.857142857142858,23.571428571428573,23.0,21.428571428571427,21.428571428571427,17.571428571428573,16.285714285714285,16.428571428571427,16.0,13.428571428571429,11.142857142857142,12.0,10.285714285714286,9.0,10.142857142857142,10.285714285714286,9.571428571428571,8.0,7.285714285714286,6.142857142857143,3.857142857142857,3.2857142857142856,3.0,2.857142857142857,2.2857142857142856,2.142857142857143,2.0,1.8571428571428572,1.7142857142857142,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.0,1.2857142857142858,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,1.2857142857142858,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,-0.42857142857142855,0.7142857142857143,0.8571428571428571,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.8571428571428571,0.7142857142857143,1.7142857142857142,2.7142857142857144,3.0,3.0,3.857142857142857,4.142857142857143,3.857142857142857,4.714285714285714,6.857142857142857,7.428571428571429,7.714285714285714,7.857142857142857,7.428571428571429,8.0,9.428571428571429,10.714285714285714,11.142857142857142,10.857142857142858,10.714285714285714,10.142857142857142
Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3333333333333333,1.0,0.8,1.3333333333333333,1.4285714285714286,3.142857142857143,3.7142857142857144,5.285714285714286,6.0,5.857142857142857,8.857142857142858,14.285714285714286,22.571428571428573,27.0,30.571428571428573,37.142857142857146,48.857142857142854,57.57142857142857,68.57142857142857,94.14285714285714,107.28571428571429,109.42857142857143,97.85714285714286,92.0,77.28571428571429,48.857142857142854,50.57142857142857,49.857142857142854,48.285714285714285,41.0,41.285714285714285,43.714285714285715,31.571428571428573,26.285714285714285,31.0,30.142857142857142,24.714285714285715,28.285714285714285,25.571428571428573,27.571428571428573,25.857142857142858,28.857142857142858,30.714285714285715,23.0,21.571428571428573,21.428571428571427,21.142857142857142,20.857142857142858,21.142857142857142,23.428571428571427,20.285714285714285,22.0,20.428571428571427,20.285714285714285,20.428571428571427,20.571428571428573,24.428571428571427,18.0,19.142857142857142,19.428571428571427,21.0,21.0,22.714285714285715,26.714285714285715,22.857142857142858,23.0,21.571428571428573,22.0,20.714285714285715,25.142857142857142,29.285714285714285,27.857142857142858,26.857142857142858,27.571428571428573,28.142857142857142,25.0,25.428571428571427,27.142857142857142,27.285714285714285,29.857142857142858,29.142857142857142,31.428571428571427,35.714285714285715,38.714285714285715,40.57142857142857,35.0,37.42857142857143,33.714285714285715,29.714285714285715,27.428571428571427,30.714285714285715,35.142857142857146,30.857142857142858,35.142857142857146,40.142857142857146,47.285714285714285,55.714285714285715,67.42857142857143,84.71428571428571,79.0,103.42857142857143,111.14285714285714,129.42857142857142
Illinois,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,2.142857142857143,2.857142857142857,3.7142857142857144,5.714285714285714,8.428571428571429,11.857142857142858,12.142857142857142,19.142857142857142,36.285714285714285,53.42857142857143,73.85714285714286,93.85714285714286,134.71428571428572,160.85714285714286,178.42857142857142,207.71428571428572,279.2857142857143,325.42857142857144,357.14285714285717,475.42857142857144,505.0,588.2857142857143,634.2857142857143,666.5714285714286,765.2857142857143,820.5714285714286,886.5714285714286,895.7142857142857,938.7142857142857,1054.7142857142858,1074.0,1075.7142857142858,1129.142857142857,1227.142857142857,1210.857142857143,1167.0,1167.2857142857142,1121.0,1199.2857142857142,1186.857142857143,1190.2857142857142,1180.142857142857,1209.4285714285713,1339.142857142857,1337.142857142857,1499.7142857142858,1631.4285714285713,1770.7142857142858,1832.0,1856.2857142857142,1917.142857142857,1894.2857142857142,2039.7142857142858,2086.0,2230.8571428571427,2248.285714285714,2219.1428571428573,2178.0,2106.714285714286,2169.0,2072.714285714286,1974.5714285714287,1890.5714285714287,2143.4285714285716,2010.2857142857142,2056.1428571428573,2074.285714285714,2143.8571428571427,2176.714285714286,1944.2857142857142,1917.7142857142858,1804.5714285714287,1781.0,1863.0,1962.857142857143,1966.142857142857,1992.857142857143,1824.7142857142858,1659.5714285714287,1488.2857142857142,1384.857142857143,1249.857142857143,1191.4285714285713,1168.5714285714287,1233.142857142857,1164.4285714285713,1050.7142857142858,1003.8571428571429,951.8571428571429,914.8571428571429,899.8571428571429,863.1428571428571,820.0,773.4285714285714,748.2857142857143,721.0,596.5714285714286,560.8571428571429,568.1428571428571,526.4285714285714,513.1428571428571,542.8571428571429,545.1428571428571,558.1428571428571,535.5714285714286,552.2857142857143,563.4285714285714
Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.6,0.8333333333333334,1.4285714285714286,1.5714285714285714,1.5714285714285714,1.8571428571428572,2.142857142857143,2.5714285714285716,2.7142857142857144,3.857142857142857,6.285714285714286,9.428571428571429,15.571428571428571,25.714285714285715,33.42857142857143,47.42857142857143,61.142857142857146,82.85714285714286,122.85714285714286,147.85714285714286,179.71428571428572,203.71428571428572,240.85714285714286,273.85714285714283,295.42857142857144,316.57142857142856,350.42857142857144,377.14285714285717,402.2857142857143,423.42857142857144,418.57142857142856,420.7142857142857,426.42857142857144,436.7142857142857,429.14285714285717,394.0,373.14285714285717,375.7142857142857,379.85714285714283,391.42857142857144,391.2857142857143,428.57142857142856,455.0,452.57142857142856,418.85714285714283,421.42857142857144,444.0,465.14285714285717,484.57142857142856,562.7142857142857,604.5714285714286,603.5714285714286,608.8571428571429,626.4285714285714,636.2857142857143,590.0,581.7142857142857,573.4285714285714,598.1428571428571,571.5714285714286,570.1428571428571,567.4285714285714,539.7142857142857,530.1428571428571,484.2857142857143,443.14285714285717,429.57142857142856,434.57142857142856,469.42857142857144,469.2857142857143,460.14285714285717,479.7142857142857,479.85714285714283,484.57142857142856,463.7142857142857,465.0,464.85714285714283,441.0,410.0,367.0,388.57142857142856,389.2857142857143,416.14285714285717,420.0,404.0,412.42857142857144,389.14285714285717,372.2857142857143,347.85714285714283,357.0,377.7142857142857,346.2857142857143,339.42857142857144,327.42857142857144,316.42857142857144,312.2857142857143,315.2857142857143,335.42857142857144,348.14285714285717,354.7142857142857,331.7142857142857,338.0,323.7142857142857,319.14285714285717,296.2857142857143,275.57142857142856,275.85714285714283,254.28571428571428
Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6666666666666667,2.5,2.2,2.1666666666666665,2.0,2.142857142857143,2.0,1.2857142857142858,2.142857142857143,3.142857142857143,3.857142857142857,3.857142857142857,6.571428571428571,9.714285714285714,10.857142857142858,12.285714285714286,14.428571428571429,19.142857142857142,23.857142857142858,29.714285714285715,33.0,42.857142857142854,50.42857142857143,52.857142857142854,54.142857142857146,57.285714285714285,64.28571428571429,63.42857142857143,64.0,71.28571428571429,75.85714285714286,81.57142857142857,86.0,91.71428571428571,91.57142857142857,94.57142857142857,107.71428571428571,103.57142857142857,107.57142857142857,117.42857142857143,132.28571428571428,172.14285714285714,182.28571428571428,235.14285714285714,231.85714285714286,229.57142857142858,278.0,313.42857142857144,330.7142857142857,318.14285714285717,373.14285714285717,414.85714285714283,383.7142857142857,396.2857142857143,450.14285714285717,471.57142857142856,475.2857142857143,466.85714285714283,465.57142857142856,453.7142857142857,402.2857142857143,357.42857142857144,322.2857142857143,323.14285714285717,358.2857142857143,318.57142857142856,316.85714285714283,339.7142857142857,338.42857142857144,325.42857142857144,291.85714285714283,286.7142857142857,313.2857142857143,303.0,311.7142857142857,321.0,354.14285714285717,333.14285714285717,304.42857142857144,325.14285714285717,308.85714285714283,303.0,271.7142857142857,284.7142857142857,255.71428571428572,224.42857142857142,243.42857142857142,274.85714285714283,285.14285714285717,272.2857142857143,286.42857142857144,299.14285714285717,270.7142857142857,255.71428571428572,253.0,275.42857142857144,285.42857142857144,264.0,262.7142857142857,218.57142857142858,216.14285714285714,214.85714285714286,233.14285714285714,227.57142857142858,272.85714285714283,279.14285714285717,264.85714285714283,276.85714285714283
Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,1.0,1.1428571428571428,1.4285714285714286,2.2857142857142856,2.4285714285714284,4.142857142857143,5.857142857142857,6.857142857142857,7.857142857142857,9.285714285714286,11.0,13.857142857142858,17.428571428571427,22.142857142857142,29.285714285714285,35.714285714285715,39.142857142857146,43.142857142857146,45.285714285714285,48.857142857142854,50.42857142857143,52.857142857142854,56.285714285714285,60.0,59.57142857142857,71.57142857142857,70.28571428571429,68.28571428571429,73.57142857142857,69.0,68.14285714285714,54.714285714285715,55.0,59.0,64.0,68.71428571428571,73.42857142857143,84.42857142857143,87.42857142857143,99.57142857142857,127.85714285714286,146.14285714285714,170.57142857142858,166.85714285714286,184.71428571428572,187.28571428571428,169.42857142857142,209.14285714285714,202.85714285714286,238.0,253.0,254.85714285714286,259.42857142857144,226.85714285714286,247.14285714285714,269.7142857142857,249.42857142857142,237.14285714285714,219.14285714285714,208.42857142857142,187.42857142857142,131.0,154.71428571428572,144.85714285714286,129.28571428571428,155.28571428571428,133.71428571428572,141.85714285714286,109.28571428571429,144.14285714285714,150.42857142857142,99.42857142857143,112.0,98.71428571428571,97.42857142857143,63.42857142857143,101.0,101.71428571428571,86.57142857142857,107.28571428571429,98.57142857142857,109.85714285714286,72.28571428571429,92.28571428571429,91.28571428571429,63.714285714285715,83.0,72.14285714285714,85.57142857142857,70.14285714285714,90.71428571428571,92.28571428571429,74.71428571428571,104.28571428571429,91.14285714285714,116.71428571428571,104.85714285714286,139.0,138.71428571428572,106.0,143.85714285714286,122.57142857142857,174.85714285714286
Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.75,0.8,1.0,0.8571428571428571,1.4285714285714286,1.4285714285714286,2.0,2.2857142857142856,2.142857142857143,2.7142857142857144,3.4285714285714284,5.142857142857143,6.428571428571429,9.0,11.571428571428571,14.0,17.428571428571427,21.571428571428573,26.428571428571427,31.142857142857142,41.57142857142857,45.0,46.142857142857146,56.0,60.857142857142854,63.57142857142857,52.57142857142857,67.14285714285714,81.14285714285714,66.71428571428571,87.85714285714286,92.28571428571429,109.0,113.28571428571429,114.71428571428571,129.42857142857142,108.42857142857143,116.71428571428571,110.0,103.85714285714286,95.85714285714286,106.28571428571429,130.28571428571428,120.0,128.28571428571428,134.85714285714286,146.57142857142858,153.14285714285714,135.0,146.28571428571428,136.14285714285714,143.14285714285714,141.42857142857142,132.71428571428572,139.14285714285714,115.28571428571429,153.85714285714286,142.14285714285714,183.42857142857142,176.85714285714286,184.85714285714286,202.42857142857142,178.0,159.42857142857142,126.85714285714286,151.0,132.71428571428572,157.0,158.42857142857142,183.85714285714286,154.71428571428572,148.28571428571428,157.57142857142858,134.14285714285714,128.14285714285714,130.71428571428572,145.57142857142858,114.42857142857143,99.14285714285714,119.85714285714286,119.71428571428571,117.42857142857143,125.14285714285714,149.28571428571428,148.28571428571428,139.28571428571428,139.14285714285714,139.28571428571428,156.14285714285714,166.28571428571428,203.14285714285714,177.57142857142858,202.0,200.85714285714286,178.28571428571428,153.85714285714286,141.85714285714286,173.14285714285714,135.85714285714286,138.85714285714286,124.28571428571429,151.71428571428572,148.42857142857142,146.28571428571428,164.0,150.85714285714286,167.71428571428572,161.85714285714286,161.57142857142858
Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6666666666666667,3.0,2.6,5.833333333333333,10.857142857142858,14.571428571428571,18.714285714285715,26.142857142857142,38.0,50.857142857142854,65.71428571428571,94.28571428571429,100.0,139.42857142857142,158.28571428571428,200.42857142857142,252.57142857142858,283.2857142857143,354.0,338.14285714285717,376.57142857142856,491.7142857142857,588.4285714285714,915.1428571428571,997.7142857142857,1280.142857142857,1284.2857142857142,1375.7142857142858,1408.5714285714287,1125.4285714285713,1140.5714285714287,964.7142857142857,1000.0,818.2857142857143,676.0,641.1428571428571,524.0,468.42857142857144,443.42857142857144,426.42857142857144,416.0,429.2857142857143,414.7142857142857,397.85714285714283,382.85714285714283,374.14285714285717,377.57142857142856,329.85714285714283,322.42857142857144,287.42857142857144,272.14285714285717,263.57142857142856,311.85714285714283,335.85714285714283,324.57142857142856,345.2857142857143,338.0,346.85714285714283,281.57142857142856,249.28571428571428,301.0,275.2857142857143,258.85714285714283,234.85714285714286,286.14285714285717,375.2857142857143,344.7142857142857,358.57142857142856,373.85714285714283,388.0,347.57142857142856,269.14285714285717,389.14285714285717,409.2857142857143,381.0,351.57142857142856,393.57142857142856,401.85714285714283,295.2857142857143,265.57142857142856,248.85714285714286,341.2857142857143,300.7142857142857,314.2857142857143,309.0,333.85714285714283,395.14285714285717,345.42857142857144,368.0,353.57142857142856,329.42857142857144,354.42857142857144,352.85714285714283,355.0,358.7142857142857,495.57142857142856,509.85714285714283,508.42857142857144,525.0,594.4285714285714,628.2857142857143,318.7142857142857,395.0,372.2857142857143,362.0,423.14285714285717,440.57142857142856
Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.5,2.2,2.6666666666666665,4.428571428571429,6.0,7.142857142857143,7.714285714285714,8.285714285714286,10.285714285714286,10.714285714285714,10.714285714285714,12.857142857142858,14.0,14.0,17.428571428571427,20.857142857142858,22.428571428571427,23.0,27.0,29.714285714285715,31.571428571428573,29.0,27.857142857142858,28.0,25.0,23.0,18.285714285714285,18.571428571428573,20.857142857142858,19.142857142857142,25.571428571428573,28.142857142857142,30.0,30.0,30.142857142857142,30.571428571428573,24.142857142857142,20.142857142857142,16.857142857142858,15.857142857142858,15.714285714285714,16.857142857142858,17.571428571428573,20.0,19.285714285714285,19.0,17.0,18.571428571428573,19.0,19.571428571428573,23.142857142857142,23.571428571428573,24.285714285714285,22.714285714285715,29.571428571428573,31.714285714285715,31.857142857142858,33.0,33.714285714285715,31.857142857142858,26.428571428571427,27.285714285714285,27.857142857142858,30.285714285714285,32.142857142857146,33.714285714285715,32.285714285714285,36.285714285714285,39.142857142857146,42.857142857142854,46.57142857142857,48.857142857142854,47.57142857142857,41.42857142857143,37.142857142857146,34.42857142857143,30.428571428571427,32.42857142857143,35.857142857142854,34.285714285714285,34.285714285714285,32.714285714285715,31.428571428571427,28.571428571428573,28.428571428571427,31.571428571428573,30.142857142857142,26.857142857142858,27.285714285714285,26.428571428571427,28.142857142857142,26.714285714285715,29.285714285714285,29.142857142857142,26.0,24.142857142857142,22.428571428571427,22.285714285714285,20.714285714285715,21.0,21.714285714285715,22.571428571428573,19.857142857142858
Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.5,0.8571428571428571,1.4285714285714286,1.4285714285714286,2.142857142857143,3.142857142857143,3.7142857142857144,4.285714285714286,6.285714285714286,10.285714285714286,12.857142857142858,17.571428571428573,23.285714285714285,29.428571428571427,33.285714285714285,37.714285714285715,45.0,61.57142857142857,82.85714285714286,117.28571428571429,136.28571428571428,152.14285714285714,177.0,200.57142857142858,222.28571428571428,241.71428571428572,268.7142857142857,313.57142857142856,340.42857142857144,340.85714285714283,456.85714285714283,489.57142857142856,549.0,583.5714285714286,597.1428571428571,652.1428571428571,563.2857142857143,558.7142857142857,554.7142857142857,563.8571428571429,593.4285714285714,565.1428571428571,611.1428571428571,595.0,570.1428571428571,594.8571428571429,616.2857142857143,707.4285714285714,702.0,759.0,765.4285714285714,733.8571428571429,733.1428571428571,817.4285714285714,843.4285714285714,855.2857142857143,901.2857142857143,896.4285714285714,919.7142857142857,844.2857142857143,860.5714285714286,868.1428571428571,883.4285714285714,895.1428571428571,844.4285714285714,778.7142857142857,775.5714285714286,781.0,770.0,776.7142857142857,815.4285714285714,962.4285714285714,917.2857142857143,934.2857142857143,922.2857142857143,955.4285714285714,1005.2857142857143,870.0,835.4285714285714,771.0,827.8571428571429,860.4285714285714,820.4285714285714,814.5714285714286,820.7142857142857,827.0,754.7142857142857,694.1428571428571,677.8571428571429,663.2857142857143,651.1428571428571,599.0,560.8571428571429,517.7142857142857,488.0,451.85714285714283,477.42857142857144,472.0,444.2857142857143,412.85714285714283,391.7142857142857,368.14285714285717,316.42857142857144,319.57142857142856,321.42857142857144,314.0,291.0,299.2857142857143
Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,1.7142857142857142,3.7142857142857144,5.571428571428571,12.857142857142858,13.142857142857142,14.285714285714286,15.714285714285714,15.714285714285714,17.571428571428573,15.0,17.571428571428573,21.142857142857142,29.285714285714285,39.285714285714285,51.57142857142857,64.14285714285714,79.85714285714286,129.0,215.71428571428572,286.2857142857143,387.85714285714283,515.8571428571429,596.8571428571429,656.1428571428571,683.1428571428571,760.1428571428571,818.0,877.8571428571429,968.7142857142857,964.0,1031.0,1066.2857142857142,1117.7142857142858,1219.857142857143,1319.7142857142858,1480.0,1662.5714285714287,1666.4285714285713,1624.7142857142858,1568.142857142857,1601.0,1648.857142857143,1556.7142857142858,1601.4285714285713,1640.0,1611.5714285714287,1537.5714285714287,1660.142857142857,2085.285714285714,2181.5714285714284,2185.0,2180.4285714285716,2194.0,2034.5714285714287,1605.142857142857,1566.142857142857,1617.857142857143,1660.7142857142858,1540.7142857142858,1429.4285714285713,1402.857142857143,1344.2857142857142,1295.7142857142858,1236.5714285714287,1243.7142857142858,1170.142857142857,1043.857142857143,968.0,978.4285714285714,954.0,1020.0,1078.2857142857142,1102.857142857143,1061.142857142857,969.7142857142857,951.8571428571429,850.8571428571429,807.4285714285714,803.2857142857143,763.7142857142857,674.7142857142857,590.8571428571429,572.2857142857143,550.0,518.0,527.7142857142857,1016.0,991.8571428571429,956.7142857142857,935.8571428571429,893.7142857142857,881.0,375.85714285714283,351.85714285714283,328.14285714285717,299.0,301.42857142857144,275.2857142857143,279.85714285714283,282.42857142857144,257.2857142857143,247.0,212.0,194.71428571428572,179.28571428571428,190.42857142857142,195.85714285714286,189.28571428571428,184.0,169.85714285714286
Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.5,4.6,5.166666666666667,7.285714285714286,7.428571428571429,9.0,9.714285714285714,44.142857142857146,73.57142857142857,104.85714285714286,139.85714285714286,179.85714285714286,244.42857142857142,279.85714285714283,332.7142857142857,409.7142857142857,514.4285714285714,594.5714285714286,673.8571428571429,762.2857142857143,916.4285714285714,1019.4285714285714,1147.857142857143,1248.4285714285713,1303.5714285714287,1357.142857142857,1365.5714285714287,1347.0,1243.7142857142858,1203.0,1174.2857142857142,1052.142857142857,948.0,946.2857142857143,931.1428571428571,924.7142857142857,871.2857142857143,889.0,837.2857142857143,726.1428571428571,720.2857142857143,693.2857142857143,757.1428571428571,844.2857142857143,850.4285714285714,867.8571428571429,788.7142857142857,785.1428571428571,741.4285714285714,674.2857142857143,721.0,741.2857142857143,763.8571428571429,646.8571428571429,564.1428571428571,533.1428571428571,470.7142857142857,446.85714285714283,418.85714285714283,445.7142857142857,447.85714285714283,409.57142857142856,380.57142857142856,452.85714285714283,463.85714285714283,471.42857142857144,504.0,558.1428571428571,575.7142857142857,499.85714285714283,498.0,492.7142857142857,464.2857142857143,394.7142857142857,354.14285714285717,293.14285714285717,296.57142857142856,297.0,326.42857142857144,318.85714285714283,362.7142857142857,485.0,448.0,435.14285714285717,375.14285714285717,985.1428571428571,977.2857142857143,882.8571428571429,890.1428571428571,885.7142857142857,880.2857142857143,269.0,240.71428571428572,201.28571428571428,190.71428571428572,158.85714285714286,155.57142857142858,152.42857142857142,157.0,182.28571428571428,210.71428571428572,224.42857142857142,239.71428571428572,239.85714285714286,247.28571428571428
